Rank,grid_id,Predicted_Crime_Count,Actual_Crime_Count,Is_Highlighted
96,10805,16.808659,12,False
97,12738,16.696486,14,False
98,14090,16.515223,12,False
99,11287,16.345299,25,False
100,12518,16.321774,14,False
101,10098,16.316126,20,False
102,10096,16.214811,15,False
103,10990,16.20327,11,False
104,10350,16.184095,28,False
105,9584,16.054373,27,False
106,9200,15.889022,14,False
107,9647,15.877985,20,False
108,11086,15.8262825,13,False
109,10792,15.797121,11,False
110,10349,15.787948,8,False
111,9581,15.761438,11,False
112,11393,15.744638,14,False
113,10095,15.602606,12,False
114,3800,15.508435,15,False
115,9719,15.436933,10,False
116,10158,15.336145,28,False
117,10234,15.335086,22,False
118,3959,15.217278,20,False
119,3031,15.085674,15,False
120,9715,15.017193,14,False
121,10487,14.972021,23,False
122,11123,14.967741,14,False
123,14628,14.86908,14,False
124,9456,14.767865,21,False
125,9085,14.656641,17,False
126,9070,14.628544,22,False
127,9846,14.559082,13,False
128,10677,14.530943,16,False
129,6854,14.460825,15,False
130,4179,14.459239,19,False
131,4176,14.432955,15,False
132,6686,14.361147,13,False
133,15818,14.314959,14,False
134,2786,14.306428,19,False
135,10091,14.305889,17,False
136,8904,14.212725,21,False
137,10791,14.19005,6,False
138,9066,14.034047,18,False
139,10241,13.956119,9,False
140,10947,13.890627,6,False
141,10355,13.8638935,18,False
142,13467,13.818613,12,False
143,10858,13.731016,12,False
144,5484,13.62506,14,False
145,12739,13.602573,11,False
146,9575,13.544768,6,False
147,14356,13.492099,15,False
148,11527,13.306682,5,False
149,10602,13.289913,18,False
150,10991,13.248136,9,False
151,12895,13.212393,10,False
152,11278,13.201801,7,False
153,10796,13.09581,14,False
154,9841,13.050514,9,False
155,12251,13.004037,6,False
156,11085,12.993864,20,False
157,9242,12.91862,11,False
158,14222,12.906429,11,False
159,10564,12.840366,12,False
160,11656,12.796162,11,False
161,6987,12.7889595,14,False
162,8086,12.7646265,8,False
163,9197,12.736973,15,False
164,9530,12.685672,16,False
165,12391,12.473991,15,False
166,12252,12.434029,19,False
167,9470,12.408762,10,False
168,9966,12.354159,14,False
169,10852,12.350464,18,False
170,10570,12.346877,31,False
171,6853,12.340055,5,False
172,10235,12.153894,12,False
173,10743,11.986076,6,False
174,10885,11.948656,5,False
175,9977,11.927963,6,False
176,10223,11.9054985,18,False
177,9583,11.809725,4,False
178,12271,11.777742,9,False
179,13603,11.765649,15,False
180,10105,11.753832,11,False
181,10808,11.73327,14,False
182,11395,11.501621,12,False
183,6677,11.490206,28,False
184,9351,11.362505,5,False
185,12879,11.342585,12,False
186,10825,11.331448,18,False
187,9577,11.32851,12,False
188,9449,11.31235,11,False
189,10735,11.282417,6,False
190,10402,11.2432995,11,False
191,10295,11.218557,8,False
192,12264,11.183896,14,False
193,9708,11.156252,9,False
194,9737,11.13194,8,False
195,12268,11.130871,4,False
196,10094,11.116901,20,False
197,10744,11.096547,7,False
198,12451,11.042711,14,False
199,9851,11.040151,7,False
200,6685,10.98254,17,False
201,10491,10.889743,15,False
202,9390,10.856611,9,False
203,10413,10.803719,9,False
204,9469,10.797843,5,False
205,9067,10.751506,7,False
206,2464,10.734812,11,False
207,10475,10.671976,23,False
208,2458,10.663859,10,False
209,10790,10.633028,6,False
210,9594,10.571667,11,False
211,12399,10.539667,12,False
212,15905,10.522821,9,False
213,9064,10.505646,13,False
214,13713,10.499678,7,False
215,11127,10.489192,11,False
216,11267,10.480473,11,False
217,9578,10.466997,3,False
218,12896,10.443714,14,False
219,12274,10.3970175,10,False
220,8484,10.393585,10,False
221,13145,10.305792,8,False
222,9881,10.225583,12,False
223,12275,10.21384,17,False
224,9842,10.172183,11,False
225,11010,10.1682625,5,False
226,9447,10.162708,6,False
227,9243,10.126907,17,False
228,9201,10.122345,17,False
229,3194,10.08398,10,False
230,7579,10.065822,10,False
231,4185,10.043133,11,False
232,6309,10.022381,8,False
233,9516,10.015759,9,False
234,9840,10.004587,17,False
235,10733,9.973669,14,False
236,11396,9.929167,7,False
237,12872,9.920028,14,False
238,9602,9.888332,7,False
239,11529,9.858978,8,False
240,10882,9.809715,13,False
241,14884,9.80232,12,False
242,12901,9.801109,4,False
243,12257,9.796099,7,False
244,10920,9.76268,13,False
245,9972,9.756173,12,False
246,9220,9.741187,10,False
247,9836,9.737871,7,False
248,10010,9.70676,11,False
249,10619,9.66973,9,False
250,9401,9.640427,10,False
251,10603,9.608445,7,False
252,10663,9.583312,8,False
253,9337,9.566932,16,False
254,15549,9.565789,7,False
255,9832,9.531157,7,False
256,9062,9.519197,13,False
257,8340,9.502895,20,False
258,14625,9.477229,6,False
259,904,9.475202,7,False
260,1336,9.437149,13,False
261,13562,9.43462,8,False
262,2807,9.375736,7,False
263,10041,9.359423,9,False
264,8967,9.3546715,9,False
265,10029,9.350092,10,False
266,12245,9.323475,10,False
267,11037,9.306857,4,False
268,13418,9.302794,4,False
269,10726,9.290546,9,False
270,13557,9.286998,5,False
271,10952,9.280609,12,False
272,10860,9.274902,8,False
273,11282,9.265674,11,False
274,9072,9.236005,10,False
275,10245,9.234827,2,False
276,9061,9.210664,7,False
277,14606,9.1862545,9,False
278,10540,9.179961,4,False
279,10789,9.149007,7,False
280,10657,9.140263,24,False
281,13605,9.13645,9,False
282,5978,9.104783,6,False
283,9961,9.056529,16,False
284,10549,9.018726,5,False
285,10481,9.012667,8,False
286,7622,8.987263,8,False
287,11286,8.954245,10,False
288,10361,8.936313,15,False
289,1239,8.904812,11,False
290,9326,8.900777,8,False
291,10862,8.897358,4,False
292,12737,8.88834,7,False
293,9838,8.866287,5,False
294,10795,8.802961,7,False
295,2664,8.765155,7,False
296,9968,8.7563925,4,False
297,6855,8.684404,2,False
298,8778,8.677097,10,False
299,9837,8.669286,4,False
300,10784,8.665763,11,False
301,6784,8.66232,3,False
302,2787,8.657286,8,False
303,15691,8.639883,10,False
304,10861,8.634875,8,False
305,3538,8.628536,3,False
306,14470,8.622076,18,False
307,10237,8.58716,8,False
308,3050,8.561844,7,False
309,12378,8.553152,4,False
310,7774,8.533685,11,False
311,10728,8.518824,13,False
312,11952,8.499415,9,False
313,9080,8.489487,7,False
314,10869,8.478905,6,False
315,12708,8.4640875,20,False
316,13697,8.460355,4,False
317,5128,8.452179,5,False
318,8929,8.424616,4,False
319,12878,8.419306,14,False
320,12376,8.400764,3,False
321,10217,8.3925705,10,False
322,13826,8.3748455,8,False
323,10889,8.368078,4,False
324,9845,8.367939,8,False
325,4522,8.362933,19,False
326,10474,8.35825,14,False
327,10220,8.315239,11,False
328,12236,8.282228,6,False
329,11291,8.25301,5,False
330,10028,8.241183,2,False
331,9595,8.226355,2,False
332,13419,8.211768,8,False
333,9839,8.203976,12,False
334,9723,8.177988,11,False
335,3160,8.127067,7,False
336,10236,8.095988,9,False
337,11056,8.085046,11,False
338,10360,8.081404,15,False
339,4318,8.071407,4,False
340,10019,8.070112,4,False
341,15554,8.062361,18,False
342,10888,8.046742,3,False
343,2676,8.044695,14,False
344,10919,8.041633,12,False
345,12099,8.037042,12,False
346,3275,7.8992805,10,False
347,10731,7.8989935,2,False
348,4172,7.858445,9,False
349,8107,7.835249,6,False
350,7728,7.816943,7,False
351,15808,7.794117,5,False
352,10345,7.7936583,8,False
353,9958,7.790061,11,False
354,10598,7.775401,4,False
355,9989,7.7750025,11,False
356,14761,7.7672367,7,False
357,13141,7.7612553,5,False
358,5196,7.7505617,9,False
359,1766,7.73094,5,False
360,6687,7.7120914,7,False
361,11948,7.711111,4,False
362,2703,7.6952677,6,False
363,14495,7.6931543,9,False
364,7429,7.681821,4,False
365,7265,7.6773634,5,False
366,6624,7.6668425,12,False
367,9967,7.6517076,10,False
368,13144,7.622223,11,False
369,12405,7.609008,13,False
370,8676,7.6053867,7,False
371,8912,7.5938034,5,False
372,10616,7.5872316,5,False
373,12873,7.5844183,5,False
374,10363,7.580784,12,False
375,9079,7.578806,13,False
376,11285,7.5627804,4,False
377,11663,7.5587244,5,False
378,9473,7.533556,4,False
379,2910,7.529072,11,False
380,6151,7.5155888,12,False
381,10741,7.513894,2,False
382,11125,7.4921284,6,False
383,12509,7.4470177,11,False
384,9657,7.4441767,5,False
385,11664,7.4208393,11,False
386,14611,7.4131527,6,False
387,3641,7.4094763,8,False
388,9387,7.403781,8,False
389,6844,7.393532,8,False
390,7923,7.3504057,9,False
391,10736,7.341096,11,False
392,9960,7.3277636,15,False
393,9468,7.316987,11,False
394,10870,7.3161364,5,False
395,11065,7.303581,4,False
396,16068,7.2971497,4,False
397,11391,7.2773495,8,False
398,10656,7.268258,9,False
399,13466,7.241316,10,False
400,11290,7.219123,9,False
401,12234,7.211934,10,False
402,8946,7.210552,5,False
403,4175,7.210313,10,False
404,10085,7.192149,6,False
405,12722,7.1585693,8,False
406,6985,7.1494455,7,False
407,12318,7.130869,6,False
408,10486,7.1300106,10,False
409,9069,7.1296988,5,False
410,10988,7.112689,1,False
411,9965,7.1080704,4,False
412,7020,7.1076612,12,False
413,5995,7.0793343,8,False
414,9894,7.0587254,5,False
415,2806,7.0309715,7,False
416,10246,7.0297346,8,False
417,6684,7.02861,6,False
418,15285,7.0209894,4,False
419,10362,7.020751,3,False
420,6188,7.0175962,14,False
421,6527,7.005522,6,False
422,9767,6.99671,2,False
423,9711,6.9929056,2,False
424,10529,6.9651175,8,False
425,11185,6.936015,7,False
426,5982,6.920621,9,False
427,7930,6.9099455,10,False
428,9391,6.879669,9,False
429,4171,6.853566,5,False
430,9071,6.8504047,5,False
431,12249,6.8455534,1,False
432,7972,6.844208,19,False
433,8040,6.8287563,7,False
434,10348,6.817483,5,False
435,12262,6.7965574,8,False
436,5653,6.7839317,4,False
437,1677,6.783349,6,False
438,6986,6.75412,8,False
439,8927,6.75163,15,False
440,10740,6.7496834,11,False
441,10423,6.74794,10,False
442,10884,6.733488,3,False
443,9963,6.7241135,4,False
444,9063,6.721895,12,False
445,12909,6.7016478,8,False
446,11601,6.6910887,1,False
447,10782,6.6894093,5,False
448,10412,6.6841307,4,False
449,13025,6.6696463,3,False
450,12881,6.6674223,6,False
451,7340,6.6656494,11,False
452,9453,6.663311,2,False
453,5989,6.652828,4,False
454,12487,6.651927,3,False
455,9709,6.6355104,6,False
456,8191,6.635482,1,False
457,10803,6.627166,6,False
458,12377,6.6101217,8,False
459,12961,6.586067,4,False
460,10347,6.581599,8,False
461,9327,6.5754566,1,False
462,9585,6.5748034,18,False
463,9861,6.5704184,3,False
464,12124,6.5701885,3,False
465,15157,6.5694447,3,False
466,8564,6.5533266,1,False
467,10613,6.5234747,3,False
468,10995,6.517457,2,False
469,9187,6.517289,7,False
470,5816,6.514988,8,False
471,11535,6.5103636,3,False
472,10154,6.506259,4,False
473,10147,6.4837513,11,False
474,8779,6.4664965,7,False
475,10243,6.464473,3,False
476,10932,6.461337,12,False
477,10783,6.4560814,2,False
478,10104,6.428048,5,False
479,10745,6.425351,8,False
480,12743,6.416957,4,False
481,11064,6.394721,8,False
482,14493,6.3865194,4,False
483,1803,6.3850965,9,False
484,9636,6.3658514,8,False
485,10819,6.3591843,7,False
486,10504,6.3534,12,False
487,12877,6.313429,7,False
488,15626,6.312166,3,False
489,13790,6.297492,8,False
490,10618,6.2716846,11,False
491,10793,6.267726,4,False
492,10108,6.2651205,4,False
493,12259,6.2565126,8,False
494,14908,6.2468204,5,False
495,9721,6.2143583,8,False
496,7500,6.207714,8,False
497,11259,6.193302,7,False
498,10551,6.1905813,9,False
499,1148,6.1900415,4,False
500,9714,6.1809893,7,False
501,16580,6.1779976,6,False
502,9482,6.175312,10,False
503,12386,6.1752224,7,False
504,12723,6.168955,4,False
505,7109,6.154558,4,False
506,10993,6.133662,5,False
507,9788,6.133524,5,False
508,11366,6.133008,6,False
509,12506,6.1259794,4,False
510,10006,6.122793,7,False
511,12611,6.095399,9,False
512,6185,6.073556,7,False
513,9706,6.060814,5,False
514,3660,6.0561934,7,False
515,10156,6.0527563,9,False
516,12363,6.049556,9,False
517,10633,6.046054,2,False
518,11283,6.043648,7,False
519,9045,6.037077,6,False
520,11787,6.0328846,7,False
521,10921,6.029503,8,False
522,12258,6.014906,4,False
523,13662,6.013439,5,False
524,12267,5.9957066,6,False
525,13465,5.990793,1,False
526,14352,5.989065,4,False
527,9976,5.9825497,3,False
528,12241,5.9738064,9,False
529,14624,5.965475,3,False
530,9712,5.9623327,7,False
531,12076,5.958704,2,False
532,14221,5.954049,5,False
533,10634,5.945939,5,False
534,12244,5.945608,9,False
535,2677,5.9317408,8,False
536,9206,5.9298315,7,False
537,10628,5.9290895,4,False
538,12357,5.9103003,3,False
539,8760,5.904394,3,False
540,10887,5.9042244,1,False
541,1151,5.888974,9,False
542,10738,5.887846,7,False
543,13791,5.874359,2,False
544,10886,5.8722353,1,False
545,10007,5.857483,4,False
546,4530,5.8562737,11,False
547,7002,5.840929,11,False
548,12385,5.8343077,19,False
549,9472,5.8312883,9,False
550,10541,5.824647,4,False
551,1335,5.8158007,10,False
552,9457,5.8076105,3,False
553,4189,5.801772,14,False
554,14492,5.7942743,6,False
555,10238,5.792741,6,False
556,9320,5.792407,4,False
557,9216,5.789654,7,False
558,3156,5.78494,5,False
559,3770,5.7776623,2,False
560,10490,5.7734156,9,False
561,12744,5.771902,1,False
562,2704,5.770644,10,False
563,11260,5.7463636,5,False
564,9324,5.7450123,2,False
565,9710,5.7420063,7,False
566,2455,5.7166758,7,False
567,9458,5.7044716,6,False
568,9592,5.696005,5,False
569,10107,5.6922646,6,False
570,9964,5.6884804,3,False
571,14471,5.685563,5,False
572,9195,5.681945,4,False
573,14355,5.6597176,2,False
574,3068,5.657276,7,False
575,9519,5.657077,4,False
576,12767,5.6558657,1,False
577,15902,5.6463776,7,False
578,11277,5.6332064,4,False
579,7570,5.6222754,4,False
580,12519,5.6122923,5,False
581,9772,5.611558,13,False
582,8926,5.60874,12,False
583,12900,5.607856,3,False
584,9755,5.6068707,7,False
585,12270,5.6050644,4,False
586,6688,5.602314,13,False
587,7339,5.601527,7,False
588,9318,5.5921946,2,False
589,14893,5.5821095,0,False
590,13548,5.573991,9,False
591,10814,5.5668955,3,False
592,6843,5.534501,11,False
593,10106,5.5160036,10,False
594,12692,5.5131006,4,False
595,3771,5.5101013,9,False
596,7577,5.5100765,6,False
597,12187,5.508031,3,False
598,10011,5.501914,3,False
599,1065,5.5006304,6,False
600,8905,5.49329,4,False
601,14762,5.491602,9,False
602,12273,5.4911985,8,False
603,10739,5.475506,4,False
604,6626,5.4605923,6,False
605,11262,5.4544983,7,False
606,12581,5.453924,8,False
607,13142,5.437269,4,False
608,13703,5.436614,9,False
609,8675,5.4319124,6,False
610,14899,5.4203587,2,False
611,14490,5.41012,5,False
612,9596,5.400262,1,False
613,10215,5.3995085,2,False
614,14602,5.39454,4,False
615,1146,5.365429,8,False
616,2827,5.3552313,5,False
617,8945,5.342682,8,False
618,6004,5.3232174,4,False
619,13031,5.3106365,8,False
620,2545,5.309351,6,False
621,10374,5.3091345,0,False
622,12319,5.305875,9,False
623,10388,5.287985,1,False
624,10240,5.2840166,0,False
625,7341,5.283537,2,False
626,10599,5.2796383,5,False
627,10725,5.262615,2,False
628,8924,5.259288,14,False
629,11068,5.235894,11,False
630,6187,5.233615,6,False
631,7266,5.231267,1,False
632,1767,5.222472,4,False
633,10798,5.1971903,6,False
634,5473,5.1916876,4,False
635,10992,5.1884947,13,False
636,10365,5.1824036,4,False
637,12846,5.1776247,7,False
638,12573,5.174097,4,False
639,11126,5.1636667,5,False
640,11131,5.1558933,6,False
641,10617,5.153413,5,False
642,12398,5.142865,3,False
643,14885,5.1372137,4,False
644,10401,5.1346245,9,False
645,10600,5.1324444,1,False
646,9618,5.1323624,4,False
647,9101,5.1224546,5,False
648,6140,5.11427,13,False
649,10854,5.1037664,4,False
650,13284,5.1027374,0,False
651,7731,5.094493,5,False
652,10368,5.0943756,5,False
653,9582,5.0821276,6,False
654,10853,5.0684395,4,False
655,3537,5.057927,6,False
656,11124,5.0505695,4,False
657,12580,5.0485506,8,False
658,10462,5.0394793,0,False
659,14358,5.0364866,9,False
660,9076,5.0251417,3,False
661,6308,5.024907,4,False
662,10017,5.020458,2,False
663,13380,5.0112114,2,False
664,13563,5.0083637,15,False
665,11270,5.001404,3,False
666,10923,4.9668903,9,False
667,13121,4.9619026,6,False
668,12313,4.936445,6,False
669,10157,4.9255524,8,False
670,2802,4.919879,2,False
671,11424,4.9156847,11,False
672,5526,4.9116793,11,False
673,10881,4.903494,4,False
674,12899,4.8940697,8,False
675,7016,4.8819866,8,False
676,10364,4.871937,12,False
677,13143,4.855959,1,False
678,11935,4.8544445,8,False
679,2911,4.85058,5,False
680,15039,4.848259,7,False
681,10813,4.847687,5,False
682,12379,4.8451614,3,False
683,8335,4.8444614,3,False
684,11284,4.8315964,10,False
685,9264,4.8281717,4,False
686,10810,4.8280287,1,False
687,4957,4.823057,5,False
688,12718,4.8220615,2,False
689,13827,4.8199778,10,False
690,7471,4.8001204,2,False
691,6482,4.797617,2,False
692,2912,4.7905083,3,False
693,12852,4.7833214,5,False
694,10989,4.776248,6,False
695,2913,4.776165,3,False
696,10755,4.77407,8,False
697,13569,4.7668333,11,False
698,9850,4.7635508,6,False
699,10489,4.762376,2,False
700,14224,4.7537184,9,False
701,11789,4.7490997,2,False
702,13565,4.74905,4,False
703,12266,4.74562,1,False
704,10473,4.7399235,1,False
705,15229,4.7395277,5,False
706,1238,4.7372036,3,False
707,10346,4.735876,7,False
708,8041,4.7229767,8,False
709,10859,4.714919,7,False
710,12733,4.7120266,4,False
711,14360,4.7106495,2,False
712,11930,4.7103863,9,False
713,10668,4.700823,6,False
714,4959,4.697942,6,False
715,9357,4.6942425,11,False
716,9181,4.6887503,1,False
717,6313,4.6859465,5,False
718,14643,4.683093,6,False
719,14986,4.6801147,1,False
720,7585,4.678322,1,False
721,7924,4.676326,1,False
722,9334,4.66953,7,False
723,14491,4.6579046,4,False
724,3146,4.65683,2,False
725,10488,4.6530905,0,False
726,14359,4.652441,5,False
727,2417,4.646409,4,False
728,10242,4.644657,2,False
729,9718,4.641513,4,False
730,10552,4.6301384,26,False
731,15145,4.624485,6,False
732,2584,4.6115913,6,False
733,7108,4.6084013,3,False
734,10875,4.60596,2,False
735,15020,4.5929193,4,False
736,11525,4.592166,1,False
737,12709,4.591525,10,False
738,8485,4.56826,5,False
739,10878,4.564947,4,False
740,10851,4.5549383,7,False
741,9833,4.5516577,5,False
742,11526,4.545781,2,False
743,6528,4.544734,7,False
744,10812,4.4899387,2,False
745,9707,4.4890976,6,False
746,6690,4.486079,5,False
747,8768,4.483777,5,False
748,9052,4.4706354,10,False
749,9452,4.4675217,5,False
750,7005,4.467003,6,False
751,12254,4.4633913,4,False
752,8476,4.4526787,10,False
753,4961,4.4444036,2,False
754,9853,4.442396,6,False
755,10945,4.4421387,2,False
756,10627,4.4292765,3,False
757,3518,4.423647,4,False
758,7009,4.4179106,5,False
759,10933,4.4164896,2,False
760,10316,4.412367,5,False
761,11583,4.412163,3,False
762,14489,4.4121075,9,False
763,10756,4.4028387,4,False
764,9508,4.402828,6,False
765,9075,4.389448,5,False
766,10230,4.3884754,5,False
767,10951,4.3866386,6,False
768,7116,4.3862457,5,False
769,11489,4.3815594,2,False
770,5988,4.376066,8,False
771,12310,4.375724,5,False
772,12048,4.3720045,6,False
773,10275,4.3702383,3,False
774,7345,4.365467,1,False
775,15286,4.3637514,3,False
776,14243,4.3573713,1,False
777,11786,4.355751,4,False
778,12242,4.3555746,1,False
779,2678,4.3538713,4,False
780,6147,4.339942,4,False
781,14089,4.32761,2,False
782,12586,4.3237658,1,False
783,6363,4.318697,3,False
784,16579,4.3110676,8,False
785,11860,4.294326,3,False
786,10040,4.2939024,5,False
787,6026,4.2937164,8,False
788,7181,4.2914257,9,False
789,7333,4.289316,4,False
790,10110,4.2884607,5,False
791,12897,4.2860146,5,False
792,15876,4.280637,6,False
793,8803,4.278139,2,False
794,10824,4.2778606,3,False
795,10622,4.2721815,6,False
796,12388,4.270443,6,False
797,3642,4.2676,6,False
798,6182,4.266797,4,False
799,7576,4.264413,1,False
800,12119,4.2609015,5,False
801,5984,4.2590647,3,False
802,13325,4.25797,3,False
803,12865,4.2556067,2,False
804,10535,4.254882,2,False
805,13010,4.2542152,6,False
806,15815,4.2538986,2,False
807,5690,4.247877,7,False
808,5980,4.2350807,7,False
809,10569,4.2319555,5,False
810,13464,4.2274733,12,False
811,6346,4.2249594,3,False
812,9722,4.2210712,3,False
813,7272,4.2143917,5,False
814,13739,4.2069616,7,False
815,12908,4.201235,1,False
816,11136,4.1987047,4,False
817,4182,4.189624,4,False
818,9603,4.1891737,3,False
819,12276,4.1865835,1,False
820,2583,4.1860867,7,False
821,14361,4.1758795,0,False
822,15234,4.169158,3,False
823,13959,4.1671534,7,False
824,12188,4.1646376,2,False
825,9218,4.157302,2,False
826,14621,4.155586,3,False
827,7491,4.1502714,7,False
828,10493,4.135785,0,False
829,10669,4.1314225,3,False
830,14484,4.1311054,4,False
831,2669,4.1255074,5,False
832,9086,4.1247177,10,False
833,13408,4.1231365,5,False
834,10868,4.118015,0,False
835,12910,4.1160975,2,False
836,7499,4.1153116,3,False
837,14687,4.10993,6,False
838,10282,4.1052456,2,False
839,12858,4.1003485,2,False
840,9729,4.1002274,2,False
841,13012,4.100155,2,False
842,13958,4.0996003,2,False
843,15231,4.0957155,6,False
844,12243,4.0893154,7,False
845,12710,4.086111,3,False
846,13821,4.0822916,6,False
847,12260,4.0818615,2,False
848,9199,4.0701733,6,False
849,9986,4.0689316,2,False
850,6525,4.0600452,10,False
851,6015,4.0523663,4,False
852,1241,4.0513096,8,False
853,11276,4.0503287,3,False
854,12263,4.048644,7,False
855,14760,4.0472956,6,False
856,10820,4.045846,6,False
857,16680,4.0413523,7,False
858,9209,4.038847,2,False
859,5720,4.03317,10,False
860,13577,4.0331526,4,False
861,8662,4.030131,2,False
862,10092,4.0285873,2,False
863,9607,4.0241604,4,False
864,9373,4.0179567,6,False
865,6167,4.015711,4,False
866,14228,4.000618,5,False
867,16634,3.9988997,0,False
868,3168,3.9865515,4,False
869,7473,3.985086,6,False
870,4170,3.977781,5,False
871,2665,3.9772158,3,False
872,3527,3.9768336,2,False
873,10891,3.976132,1,False
874,3376,3.9758327,5,False
875,10093,3.968674,4,False
876,9385,3.9658177,6,False
877,10620,3.9656696,1,False
878,15017,3.96158,6,False
879,7428,3.954901,11,False
880,7970,3.9507072,4,False
881,12436,3.948408,8,False
882,14906,3.9415083,6,False
883,9914,3.9335506,2,False
884,11269,3.9288814,3,False
885,13568,3.9212706,1,False
886,8944,3.913117,7,False
887,6780,3.9096735,2,False
888,14088,3.9050758,8,False
889,14366,3.9023602,4,False
890,9338,3.8994575,6,False
891,4850,3.897921,6,False
892,12717,3.8952959,1,False
893,9481,3.89417,6,False
894,9087,3.8931322,7,False
895,13798,3.8925047,6,False
896,9835,3.8904102,4,False
897,7971,3.8862555,2,False
898,8622,3.885349,7,False
899,9551,3.8846734,4,False
900,13324,3.8816636,1,False
901,3052,3.8808355,5,False
902,9208,3.8801517,5,False
903,12880,3.8799243,1,False
904,3395,3.876728,6,False
905,3278,3.8732412,6,False
906,10061,3.8705015,0,False
907,14357,3.8703492,3,False
908,6517,3.8657718,4,False
909,9421,3.865249,4,False
910,6526,3.8606977,5,False
911,12712,3.857096,6,False
912,11006,3.8556907,4,False
913,7941,3.8493884,4,False
914,11096,3.846894,0,False
915,9990,3.8458304,4,False
916,12091,3.8455603,1,False
917,12253,3.8352945,5,False
918,12876,3.8338664,3,False
919,5725,3.8228667,2,False
920,14474,3.8206275,5,False
921,5194,3.818867,4,False
922,9609,3.8178773,3,False
923,10749,3.8143175,5,False
924,13473,3.807636,5,False
925,11312,3.8063002,3,False
926,5975,3.8018632,5,False
927,12358,3.8006556,2,False
928,12237,3.7998023,5,False
929,10623,3.796317,4,False
930,7504,3.796192,0,False
931,10693,3.7928975,2,False
932,7111,3.791443,3,False
933,7727,3.7907214,6,False
934,6485,3.7870257,4,False
935,3171,3.7854588,5,False
936,11079,3.7828188,4,False
937,11716,3.7813227,9,False
938,12760,3.7808425,8,False
939,10472,3.7801971,1,False
940,8633,3.7791727,3,False
941,3517,3.778323,2,False
942,4180,3.7758324,2,False
943,10922,3.77548,2,False
944,7180,3.7742212,2,False
945,13547,3.7715898,4,False
946,11021,3.7688425,3,False
947,13960,3.7625408,8,False
948,9368,3.7623453,7,False
949,13956,3.7613375,2,False
950,9179,3.7599905,2,False
951,13825,3.7573605,2,False
952,13166,3.7535555,7,False
953,9060,3.751371,7,False
954,6005,3.7506292,3,False
955,12104,3.7429574,6,False
956,13268,3.740238,0,False
957,3541,3.7347014,10,False
958,9608,3.7336812,4,False
959,11507,3.7303054,6,False
960,10018,3.7264888,3,False
961,16128,3.7260306,2,False
962,15680,3.7219584,2,False
963,10939,3.7155726,3,False
964,6487,3.7132514,2,False
965,7335,3.712848,12,False
966,10561,3.7077281,8,False
967,11088,3.7070773,7,False
